Timestamp,Provincia,Trabajo_Urbano/Rural,Tipo_de_beca,Ano_Convocatoria,Ano_de_retorno,Grado_Academico,Area_de_estudio,Trabaja_actualmente,Motivo_de_si/no_trabaja,Empleo_seguro,Empleo_adecuado,Transferencia_efectiva_de_habilidades,Sector_laboral,Tiempo_en_encontrar_empleo,Calidad_primer_empleo,Categoria_salarial,Lugar_de_trabajo,Numero_de_colegas,Satisfaccion_laboral,Motivo_(in)satisfaccion_laboral,Calidad_relativa_de_empleo ,Satisfaccion_salarial,Horas_semanales_de_trabajo,Tiempo_de_paro,Tiempo_de_busqueda,Tipo_de_gestion,Experiencia_laboral_previa,Motivos_dejar_previo_empleo,Motivo_subempleo,Deseos,Disponibilidad_para_trabajar,Tiempo_disponible_para_trabajar,Gestiones_aumento_hora_empleo,Motivo_cambio_empleo,Motivo_trabajo_mas_40hrs
6/8/18 02:54,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,No,Menos del 25%,Sector Publico,12-Jun,Acudiendo a sitios de contratacin temporal,1000-1500,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral",Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
6/8/18 03:29,Pichincha,Zona Urbana,Becas de Excelencia,2014,2017,Maestria,Artes,SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
6/8/18 03:51,Imbabura,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,12 mas,Otra gestin,1500-2000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral",Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
6/8/18 05:57,Azuay,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
6/8/18 07:51,Guayas,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Entre el 50% y el 75%,Sector Privado,0-2,"Tratando de establecer su propio taller, empresa o negocio, Volv a mi trabajo anterior",1000-1500,Su vivienda,Menos de 100,Contento,Por tener ingresos bajos,Igual,No,Menos de 40 horas,NA,NA,,NA,NA,Unica opcion disponible,"Trabajar ms horas en su (s) trabajo (s) actual (es), Trabajar ms horas en otro trabajo adicional",SI,Hasta 20 horas,"Buscar ms trabajo, Pedir ayuda a amigos o familiares, Buscar terreno, edificio, maquinaria o equipo a fin de mejorar o crear su propia empresa","Porque no trabaja jornada completa, Los ingresos no son suficientes",
6/8/18 08:36,Pichincha,Zona Urbana,Becas de Excelencia,2014,2015,Maestria,Artes,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",2-4 a̱os,Renuncia voluntaria,NA,,NA,NA,,,
4/18/18 19:23,Pichincha,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Publico,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",2000-2500,Local de una empresa o del patrono,100 y ms,Poco Contento,Por no tener estabilidad laboral,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
4/18/18 20:05,Chimborazo,Zona Urbana,Otras,2015,2018,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 mes,"Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 20:21,Pichincha,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 semana,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas",No,NA,NA,,NA,NA,,,
4/18/18 20:38,Pichincha,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Publico,0-2,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet",1500-2000,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/18/18 20:41,Pichincha,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,Salud y bienestar,SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,Bscar por Internet,2-4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/18/18 21:14,Guayas,Zona Urbana,Otras,2015,2017,Maestria,Tecnologas de la informacion y la comunicacion,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 22:47,Pichincha,Zona Urbana,Otras,2015,2017,Maestria,Salud y bienestar,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,1 mes,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet",mas de 4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/18/18 22:51,Azuay,Zona Urbana,Otras,2015,2017,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,6 meses,"Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 00:32,Pichincha,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Publico,0-2,Enviando o presentando hojas de vida (carpeta),Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Igual,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/19/18 02:57,Pichincha,Zona Urbana,Convocatoria Abierta,2015,2017,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,12-Jun,"Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por tener ingresos bajos, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, En general, por las actividades o tareas que realiza, Por las pocas posibilidades de progresar",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/19/18 06:53,Tungurahua,Zona Urbana,Becas de Excelencia,2015,2017,Maestria,Salud y bienestar,SI,NA,SI,Si,Ms del 75%,Sector Privado,0-2,"Acudiendo a agencias de empleo, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",2000-2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
4/19/18 12:22,Manabi,Zona Urbana,Otras,2015,2016,Maestria,Salud y bienestar,SI,NA,SI,Si,Entre el 50% y el 75%,Academia,12-Jun,Hablando con amigos o parientes,1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
4/19/18 17:30,Guayas,Zona Urbana,Becas de Excelencia,2015,2018,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 mes,"Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 22:24,Pichincha,Zona Urbana,Convocatoria Abierta,2015,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/23/18 04:29,Pichincha,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Entre el 25% y el 50%,Sector Publico,6-Feb,Enviando o presentando hojas de vida (carpeta),2000-2500,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 17:47,Galpagos,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Sector Privado,0-2,"Enviando o presentando hojas de vida (carpeta), Otra gestin",1500-2000,Local de cooperativa u asociacin,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 19:16,Pichincha,Zona Urbana,Becas de Excelencia,2015,2018,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Sector Publico,0-2,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/24/18 01:15,Pichincha,Zona Urbana,Otras,2015,2017,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,No,Menos del 25%,Sector Privado,6-Feb,Buscando en la prensa o radio,1000-1500,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,Por no poder trabajar en el rea de su especializacin,Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/24/18 02:35,Los Rios,Zona Urbana,Otras,2015,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Academia,12-Jun,Hablando con amigos o parientes,1500-2000,Se desplaza (distintos lugares),100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/24/18 03:40,Guayas,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,No,Menos del 25%,Academia,0-2,Enviando o presentando hojas de vida (carpeta),1500-2000,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, No existen sitios de aplicacin de mi conocimiento especfico adquirido, la academia no tiene miras de progresar, el sector privado explota al trabajador y en el sector pblico hay que lidear con una masa crtica estancada de personas con nombramiento permanente sin formacin acadmica que paralizan cualquier intento de progreso nacional",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Cuento con 2 trabajos para completar un salario acord a mi formacin acadmica 
4/24/18 04:09,Pichincha,Zona Urbana,Becas de Excelencia,2015,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Privado,0-2,"Tratando de establecer su propio taller, empresa o negocio, Volv a mi trabajo anterior",1000-1500,Local propio o arrendado,Menos de 100,Contento,"Por tener ingresos bajos, Por muchas horas de trabajo",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Exceso de trabajo o clientes, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/25/18 03:24,Pichincha,Zona Urbana,Otras,2015,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/28/18 16:47,Pichincha,Zona Urbana,Becas de Excelencia,2015,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Academia,6-Feb,Hablando con amigos o parientes,1500-2000,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
5/10/18 21:06,Azuay,Zona Urbana,Otras,2015,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Menos del 25%,Sector Publico,12-Jun,"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet",500-1000,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por horarios de trabajo Inconveniente, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Horas extras, Horas de trabajo necesarias para obtener un ingreso suficiente"
5/10/18 21:55,Pichincha,Zona Urbana,Convocatoria Abierta,2015,2017,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,6 meses,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
5/17/18 03:17,Pichincha,Zona Urbana,Becas de Excelencia,2015,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Sector Publico,6-Feb,Hablando con amigos o parientes,500-1000,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
5/17/18 15:26,Pichincha,Zona Urbana,Convocatoria Abierta,2015,2017,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Sector Publico,0-2,Volv a mi trabajo anterior,Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
5/30/18 05:59,Pichincha,Zona Urbana,Becas de Excelencia,2015,2017,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,1 semana,"Hablar con amigos o parientes, Bscar por Internet",mas de 4 a̱os,Liquidacion de empresa,NA,,NA,NA,,,
6/8/18 04:14,Pichincha,Zona Urbana,Otras,2015,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Menos del 25%,Sector Privado,12-Jun,Enviando o presentando hojas de vida (carpeta),1000-1500,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 04:36,Orellana,Zona Rural,Otras,2016,2018,Maestria,"Agricultura, silvicultura, pesca y veterinaria",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Colocar carteles o propagandas en tiendas o negocios, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/24/18 16:57,Chimborazo,Zona Urbana,Otras,2016,2017,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Acudir a agencias de empleo, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",menos 2 a̱os,Terminacin de contrato,NA,,NA,NA,,,
6/8/18 04:25,Pichincha,Zona Urbana,Otras,2016,2017,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
