Timestamp,Provincia,Donde Trabaja,Tipo de beca,AnoConvocatoria,Ano de retorno,Grado Academico,Area de estudio,Trabaja actualmente,Motivo de si/no trabaja,Empleo seguro,Empleo adecuado,Transferencia efectiva de habilidades,Sector laboral,Tiempo para encontrar empleo,Calidad primer empleo,Categoria salarial,Lugar de trabajo,Numero de colegas,Satisfaccion laboral,Motivo (in)satisfaccion laboral,Calidad relativa de empleo ,Satisfaccion salarial,Horas semanales de trabajo,Tiempo de paro,Tiempo de busqueda,Tipo de gestion,Experiencia laboral previa,Motivos dejar previo empleo,Motivo subempleo,Deseos,Disponibilidad para trabajar,Tiempo disponible para trabajar,Gestiones aumento hora empleo,Motivo cambio empleo,Motivo trabajo mas 40hrs
4/26/18 00:25,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Otra gestin",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/26/18 03:08,Guayas,Zona Urbana,Becas de Excelencia,2014.00,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Entre el 25% y el 50%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta), Otra gestin",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral",Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/26/18 05:56,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ingeniera, industria y construccin",SI,,SI,No,Menos del 25%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Acudiendo a sitios de contratacin temporal, Hablando con amigos o parientes, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 386 a 500 dlares mensuales,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral",Empeor,No,Menos de 40 horas,,,,,,No pudo conseguir trabajo en otra parte,Trabajar ms horas en su (s) trabajo (s) actual (es),S,Hasta 20 horas ms,"Buscar ms trabajo, Registro en agencia de empleo pblica o privada, Presentar solicitud a otros empleadores, Pedir ayuda a amigos o familiares","Porque no trabaja jornada completa, Desea ejercer su profesin",
5/10/18 21:18,Morona Santiago,Zona Rural,Convocatoria Abierta,2014.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
5/16/18 13:19,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2017,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,No,Entre el 25% y el 50%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Hablando con amigos o parientes,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, En general, por las actividades o tareas que realiza, Por las pocas posibilidades de progresar",Empeor,No,40 horas o ms,,,,,,,,,,,,Horario normal
5/16/18 13:58,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Tratando de establecer su propio taller, empresa o negocio",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Trabajo completo y trabajo en emprendimiebto propio
5/16/18 17:21,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
5/17/18 00:11,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2018,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
5/24/18 03:32,Guayas,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Entre el 50% y el 75%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Asistiendo a entrevistas,Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
6/8/18 02:52,Azuay,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,Tecnologas de la informacin y la comunicacin,SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,"Acudir a sitios de contratacin temporal, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
6/8/18 02:54,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ingeniera, industria y construccin",SI,,SI,No,Menos del 25%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Acudiendo a sitios de contratacin temporal,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral",Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
6/8/18 03:29,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2017,Maestria,Artes,SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
6/8/18 03:51,Imbabura,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Fuera del plazo establecido por el SENESCYT (ms de 1 aÐo),Otra gestin,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral",Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
6/8/18 05:57,Azuay,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,Tecnologas de la informacin y la comunicacin,SI,,NO,,,,,,,,,,,,,,hace 6 meses,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
6/8/18 07:51,Guayas,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Entre el 50% y el 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Tratando de establecer su propio taller, empresa o negocio, Volv a mi trabajo anterior",Entre 1000 a 1500 dlares,Su vivienda,Menos de 100,Contento,Por tener ingresos bajos,Sigue igual,No,Menos de 40 horas,,,,,,No pudo conseguir ms trabajo,"Trabajar ms horas en su (s) trabajo (s) actual (es), Trabajar ms horas en otro trabajo adicional",S,Hasta 20 horas ms,"Buscar ms trabajo, Pedir ayuda a amigos o familiares, Buscar terreno, edificio, maquinaria o equipo a fin de mejorar o crear su propia empresa","Porque no trabaja jornada completa, Los ingresos no son suficientes",
6/8/18 08:36,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2015,Maestria,Artes,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace 6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Entre dos a 4 aÐos de experiencia laboral,Renuncia voluntaria,,,,,,,
4/18/18 19:23,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,Por no tener estabilidad laboral,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horas extras
4/18/18 20:05,Chimborazo,Zona Urbana,Otras,2015.00,2018,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 1 mes,"Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 20:21,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 1 semana,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas",No,,,,,,,,
4/18/18 20:38,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/18/18 20:41,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,Salud y bienestar,SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,Bscar por Internet,Si - Entre dos a 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/18/18 21:14,Guayas,Zona Urbana,Otras,2015.00,2017,Maestria,Tecnologas de la informacin y la comunicacin,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 22:47,Pichincha,Zona Urbana,Otras,2015.00,2017,Maestria,Salud y bienestar,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 1 mes,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet",Si - Ms de 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/18/18 22:51,Azuay,Zona Urbana,Otras,2015.00,2017,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 6 meses,"Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 00:32,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Enviando o presentando hojas de vida (carpeta),Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Sigue igual,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/19/18 02:57,Pichincha,Zona Urbana,Convocatoria Abierta,2015.00,2017,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por tener ingresos bajos, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, En general, por las actividades o tareas que realiza, Por las pocas posibilidades de progresar",Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/19/18 06:53,Tungurahua,Zona Urbana,Becas de Excelencia,2015.00,2017,Maestria,Salud y bienestar,SI,,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Acudiendo a agencias de empleo, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horas extras
4/19/18 12:22,Manab,Zona Urbana,Otras,2015.00,2016,Maestria,Salud y bienestar,SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Hablando con amigos o parientes,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horas extras
4/19/18 17:30,Guayas,Zona Urbana,Becas de Excelencia,2015.00,2018,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 1 mes,"Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 22:24,Pichincha,Zona Urbana,Convocatoria Abierta,2015.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/23/18 04:29,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Enviando o presentando hojas de vida (carpeta),Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 17:47,Galpagos,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Enviando o presentando hojas de vida (carpeta), Otra gestin",Entre 1500 a 2000 dlares,Local de cooperativa u asociacin,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 19:16,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2018,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Sigue igual,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/24/18 01:15,Pichincha,Zona Urbana,Otras,2015.00,2017,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,No,Menos del 25%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Buscando en la prensa o radio,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,Por no poder trabajar en el rea de su especializacin,Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/24/18 02:35,Los Ros,Zona Urbana,Otras,2015.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Hablando con amigos o parientes,Entre 1500 a 2000 dlares,Se desplaza (distintos lugares),100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/24/18 03:40,Guayas,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,No,Menos del 25%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Enviando o presentando hojas de vida (carpeta),Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, No existen sitios de aplicacin de mi conocimiento especfico adquirido, la academia no tiene miras de progresar, el sector privado explota al trabajador y en el sector pblico hay que lidear con una masa crtica estancada de personas con nombramiento permanente sin formacin acadmica que paralizan cualquier intento de progreso nacional",Empeor,No,40 horas o ms,,,,,,,,,,,,Cuento con 2 trabajos para completar un salario acord a mi formacin acadmica 
4/24/18 04:09,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Tratando de establecer su propio taller, empresa o negocio, Volv a mi trabajo anterior",Entre 1000 a 1500 dlares,Local propio o arrendado,Menos de 100,Contento,"Por tener ingresos bajos, Por muchas horas de trabajo",Mejorado,No,40 horas o ms,,,,,,,,,,,,"Exceso de trabajo o clientes, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/25/18 03:24,Pichincha,Zona Urbana,Otras,2015.00,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/28/18 16:47,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Hablando con amigos o parientes,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
5/10/18 21:06,Azuay,Zona Urbana,Otras,2015.00,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Menos del 25%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por horarios de trabajo Inconveniente, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Empeor,No,40 horas o ms,,,,,,,,,,,,"Horario normal, Horas extras, Horas de trabajo necesarias para obtener un ingreso suficiente"
5/10/18 21:55,Pichincha,Zona Urbana,Convocatoria Abierta,2015.00,2017,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 6 meses,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
5/17/18 03:17,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Hablando con amigos o parientes,Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horas extras
5/17/18 15:26,Pichincha,Zona Urbana,Convocatoria Abierta,2015.00,2017,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
5/30/18 05:59,Pichincha,Zona Urbana,Becas de Excelencia,2015.00,2017,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 1 semana,"Hablar con amigos o parientes, Bscar por Internet",Si - Ms de 4 aÐos de experiencia laboral,Liquidacin de la empresa,,,,,,,
6/8/18 04:14,Pichincha,Zona Urbana,Otras,2015.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Menos del 25%,Sector Privado,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Enviando o presentando hojas de vida (carpeta),Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral",Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 04:36,Orellana,Zona Rural,Otras,2016.00,2018,Maestria,"Agricultura, silvicultura, pesca y veterinaria",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Colocar carteles o propagandas en tiendas o negocios, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/24/18 16:57,Chimborazo,Zona Urbana,Otras,2016.00,2017,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Acudir a agencias de empleo, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Menos de dos aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
6/8/18 04:25,Pichincha,Zona Urbana,Otras,2016.00,2017,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
